Grid ID,Latitude,Longitude,Ti,DVI,RRi,Pt
86ac81ca7ffffff,-19.21051473,15.12516522,0.21262277342891445,0.15136528298952365,0.09010779255013283,0.8486347170104763
86ac81547ffffff,-18.97760148,14.8853812,0.2666705010078332,0.15018803308954165,0.03370556517125011,0.8498119669104583
86ac800afffffff,-19.13750381,15.83763213,0.29061358539608434,0.19295013515224743,0.09528668490841051,0.8070498648477525
86ac800c7ffffff,-19.08271066,15.72200471,0.3823289957866912,0.24062564669898368,0.09892229761127612,0.7593743533010163
86ac800a7ffffff,-19.16488741,15.89550447,0.25515474555554063,0.13469135269994892,0.01422795984435719,0.8653086473000511
86ac80427ffffff,-19.0553536,16.16337494,0.326628670673398,0.21965474550430925,0.11268082033522049,0.7803452544956908
86ac86077ffffff,-19.38238557,16.86226307,0.07241337902557798,0.047593626056325326,0.022773873087072672,0.9524063739436747
86ac814dfffffff,-18.63685137,14.91192126,0.21274873321997417,0.12543475496229897,0.03812077670462379,0.8745652450377011
86ac8106fffffff,-19.09676076,14.40135862,0.19400560755015886,0.11113852833394212,0.02827144911772539,0.8888614716660579
86ac81507ffffff,-18.99887112,15.05220191,0.40933628693620777,0.2550362887559962,0.10073629057578465,0.7449637112440037
86ac802afffffff,-18.94558151,15.43362375,0.5146627840366622,0.3604552731716408,0.20624776230661943,0.6395447268283592
86ac80347ffffff,-19.17033286,15.28725288,0.5309843189143709,0.37840034909546755,0.22581637927656417,0.6215996509045325
86ac80387ffffff,-19.06193874,15.55418059,0.39219615585092954,0.24581513718273446,0.09943411851453937,0.7541848628172656
86ac82d87ffffff,-18.52970296,17.06223022,0.004304672352250931,0.0024867884155662205,0.0006689044788815102,0.9975132115844337
86ac8662fffffff,-18.97757763,16.88055033,0.04725968802957109,0.029743736729955898,0.012227785430340702,0.9702562632700441
86ac82d37ffffff,-18.68817503,17.02117944,0.010582837303079443,0.0074355250941622215,0.004288212885245,0.9925644749058378
86ac86217ffffff,-19.15021203,16.61737715,0.16571385772265226,0.1285052443133175,0.09129663090398274,0.8714947556866826
86ac82927ffffff,-18.96515433,16.60042837,0.14479404644893995,0.09150553118078866,0.03821701591263737,0.9084944688192114
86ac864cfffffff,-18.9548714,17.21395421,0.006997484291186202,0.006308141044236248,0.005618797797286295,0.9936918589557637
86ac82d27ffffff,-18.72290684,16.96857351,0.01652818731857677,0.008915390260591209,0.001302593202605649,0.9910846097394088
86ac81cafffffff,-19.18296678,15.06771803,0.47601810691793384,0.3222412538563882,0.16846440079484257,0.6777587461436119
86ac8292fffffff,-18.93794469,16.54222328,0.09802565125536132,0.0565925042304725,0.015159357205583668,0.9434074957695275
86ac81177ffffff,-19.24097594,14.57760507,0.10858314034044997,0.07031666559004884,0.03205019083964773,0.9296833344099511
86ac8386fffffff,-18.62390779,15.13066914,0.23669638284307773,0.14764926779614482,0.058602152749211885,0.8523507322038552
86ac95aefffffff,-18.58379382,17.17901597,0.004943560986206746,0.0036185396203996085,0.0022935182545924704,0.9963814603796004
86ac866a7ffffff,-18.87361837,17.03849599,0.017916347611750594,0.010143716506399662,0.00237108540104873,0.9898562834936003
86ac83b27ffffff,-18.63041409,15.02125016,0.25856204091138185,0.15119631616512175,0.04383059141886164,0.8488036838348783
86ac82c47ffffff,-18.49084447,16.72409788,0.039321448477416164,0.02389983950404603,0.008478230530675897,0.9761001604959539
86ac82d97ffffff,-18.49487827,17.1148119,0.006080373478093687,0.004660866213005373,0.0032413589479170593,0.9953391337869947
